service,Newspapers,Newspapers swap content via widgets with the help of the newsgator service.,0
women,accident,The women that caused the accident was on the cell phone and ran thru the intersection without pausing on the median.,1
transmitter,suite,The transmitter was discovered inside a bed settee suite on which he had been sitting.,0
lagoons,chain,The Kerala backwaters are a chain of brackish lagoons and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India.,0
student,jail,"A St. Paul College student was released from jail Wednesday night, after his arrest Tuesday in the alleged rape of another student on campus.",0
skin abnormality,Calluses,Calluses are caused by improperly fitting shoes or by a skin abnormality.,1
drugs,Adults,Adults use drugs for this purpose.,0
elicitation,councilor,The councilor proposed assessing infinitival complements through elicitation.,0
comet,meteor shower,"As in the popular movie Deep Impact"", the action of the Perseid meteor shower is caused by a comet, in this case periodic comet Swift-Tuttle.""",1
notes,statements,The following information appeared in the notes to consolidated financial statements of some corporate annual reports.,0
diamond,colliers,HipHop appropriates the symbols of a consumer society: oversized diamond colliers are worn.,0
bomb explosion,radiation,The radiation from the atomic bomb explosion is a typical acute radiation.,1
tiller,boat,The ride-on boat tiller was developed by engineers Arnold S. Juliano and Dr. Eulito U. Bautista.,0
radiation,recurrence,A neoplastic recurrence arose from an extensive radiation induced ulceration.,1
stitches,scars,He has a tattoo on his right arm and scars from stitches on his right elbow.,1
toads,knob,"Whether your home includes a charm of finches, a sute of bloodhounds, or a knob of toads, I think it's important to keep the numbers within reason.",0
discourse,participation,"Furthermore, these INGO practitioners constructed a discourse around participation which distorted the real significance of participation.",0
silver,ring,Kelvin bought a silver ring which he was so happy with and he keeps wearing it now even though its abit too big haha.,0
debate,value,Scientists are in the midst of an ongoing debate about the relative value of openness and collaboration in their profession.,0
dress,trunk,This cut blue and white striped cotton dress with red bands on the bodice was in a trunk of vintage Barbie clothing.,0
disagreement,causal part,My major disagreement with Lyons concerns the causal part of his theory.,0
feet,ball,Both his feet have been moving into the ball.,0
box cutters,box,"The scissors were in a small plastic soap container, next to a bar of soap, and the box cutters were in a box next to a bottle of after-shave lotion.",0
dragons,wing,"A great wing of fluorite dragons, the greatest concentration of the rather solitary dragons ever known, joined the desperate battle with the blues and silvers against Chaos.",0
cowpea,double bags,"As a control, cowpea was sealed in double bags without fumigant.",0
brucellosis,cow,The infectious bacterial disease brucellosis has been found in a beef cow in eastern Idaho.,0
rout,hosts,"As the Anglo-Norman force sustained but little loss in this battle, their archers at the onset showered a hail of arrows upon the Irish host who were not protected with mail armour, and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy Anglo-Norman cavalry of mail-clad knights, completed the havoc and rout of the undisciplined Gaelic hosts.",0
princess,island,"The first incarnation of this series was set in the 1940s, during World War II, when the princess left her native paradise island (where Amazon women had lived for centuries) to help the U.S. foil the Nazis.",0
story,point,Cieply's story makes a compelling point about modern-day studio economics.,0
milk,pumpkin mixture,We poured the milk into the pumpkin mixture.,0
lawsuits,fans,Lawyers in Detroit also worked overtime as several lawsuits ensued from angry and injured fans.,0
vaccine,outbreak,The continuing Nigerian outbreak is the biggest ever caused by the vaccine.,1
killers,cabal,Our mercenary Army has now degenerated into a Godless cabal of mindless killers not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have).,0
fuel,fire,The fire inside WTC was caused by exploding fuel.,1
epithelium,matrix,The epithelium from the knockout mouse bladder is migrating into the transplanted matrix.,0
staff,position,The staff was removed from his position.,0
terrorists,suffering,The suffering caused by the terrorists is the real torture.,1
artworks,love,This love of nature's gift has been reflected in artworks dating back more than a thousand years.,0
order,court,The court decided the objection by making the instalment order as sought.,0
band,tsunami,"In a poetic twist, the tsunami triggered by the rock band forced many American jazz and blues singers to seek work in the United Kingdom, which is where Anderson found a receptive audience in 1965.",1
corrosion,Leakage,Leakage and fire caused due to corrosion of bypass piping for recirculation gas at a fuel oil desulphurization unit.,1
wheel,drivers,A team of students from Virginia Tech University have created a vehicle that allows vision impaired drivers to take control of the wheel.,0
features,horde,BMW's iDrive 4.0 brings in a horde of new features.,0
ball,noise,The metal ball makes a ding ding ding noise when it swings back and hits the metal body of the lamp.,1
ladies,ensemble,It consists of an ensemble of ladies who are highly qualified to play various Arabic musical instruments.,0
products,industry,It underscores the need for continued surveillance of nicotine delivery in products created by an unregulated industry.,0
sand,beach,"Unlike other fish, grunion come out of the water completely to lay their eggs in the wet sand of the beach.",0
marble,bowl,A large marble was dropped into the bowl.,0
earthquake,damage,Historical view of the damage caused by the 1693 Catania earthquake and the reconstruction activities.,1
officers,suffering,"AI requested that the perpetrators be prosecuted to the fullest extent of the law, that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the suffering caused by the responsible police officers.",1
findings,section,The findings have been published in a special section of the academic journal Archives of Sexual Behavior.,0
passenger,train,An Amtrak passenger who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the train and is being held in Colorado.,0
introduction,book,The introduction in the book is a summary of what is in the text.,0
simulation,structure,The second simulation was started from the uncomplexed x-ray structure after insertion of the ligand into the binding site.,0
console,user,This user plays games on a portable console.,0
exhibition,idea,The ambitious Eurasia exhibition arose from an idea by Achille Bonito Oliva.,0
hose,driver,The driver of the cement truck cleaned the loading chute on his truck with a truck-mounted water hose and began to pull away.,0
crash,recession,The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the recession triggered by the 1929 Wall Street crash.,1
crossbowmen,legion,In the corner there are several gate captains and a legion of Wu crossbowmen.,0
infection,swelling,"Once they grow there, the swelling and inflammation caused by the infection closes off the sac, causing it not to shed"" bacteria, and protecting the bacteria inside from antibiotics and your body's own immune cells.""",1
vibration,tone,"Guitars are played acoustically; the tone is produced by the vibration of the strings which is amplified by the body of the guitar, which acts as a large hollow resonating chamber, or they may rely on an amplifier that can electronically manipulate tone.",1
score,orchestra,"Flowers are reborn from the soil and the climate begins to warm, all set to a score improvised by an orchestra of birds.",0
answers,website,He posted the answers to the website.,0
spell,threat,"Arcane Subtlety reduced the threat caused by Polymorph by 40% at max rank, though the threat caused by the spell is minimal.",1
language,programmer,A programmer uses a high level language to implement its algorithms.,0
movements,earthquakes,"The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the earthquakes are caused by the movements of hydrothermal and/or magmatic fluids.",1
fruit,basket,"Flowers are nice, but don't last very long and the fruit in a fruit basket often goes bad.",0
heel,shoes,He decided to pad the heel of shoes with a shock absorbing insole or heel pad.,0
thread,shoemaker,"From the Scots (Lingle) and French (Ligneul, Lignoul), comes a shoemaker's sewing thread, waxed and bristled (See Waxed End).",0
tablet,canteen,One tablet per quart was dropped into a canteen and made the water safe to drink.,0
image,carafe,"The tiny image of the Renaissance master is hidden in a carafe of wine in his 1597 oil painting Bacchus, one of his most acclaimed works.",0
plastic container,cabinet,"Then I swept up the dust, which looked like sawdust, and put it in a plastic container, which was in a cabinet under the granite counter top.",0
acetone,solution,In the former method the acetone was distilled from an allraline solution after the excess oxidant had been destroyed with sodium.,0
guide,roses,"In this comprehensive guide, over 850 roses are described, illustrated, and arranged by group.",0
flour,Chestnut,Chestnut flour was more common than wheat flour in the Italian Alps a century ago.,0
book,artists,For us the term artists' book simply means a book made by an artist; a book made as a work of art rather than as a literary artifact.,0
silver,necklace,My parents bought her a silver necklace almost identical to the one pictured.,0
motion,suction,Forward motion of the vehicle through the air caused a suction on the road draft tube.,1
babel,words,"Paul Friedrich guides us through a babel of words, and worlds of the imagination ranging from his translations from five languages(notably the Russian of his literary studies) to the poetry of the Indian Mexico of his anthropological field work to America writ large -- super highways, a Vermont farm, father and child.",0
courtyard,castle,The picture below shows a view chapel and west range of the inner courtyard of the castle.,0
pigeons,flock,I was attacked by a flock of pigeons today.,0
decision,legal challenge,That decision was also the subject of an unsuccessful legal challenge.,0
stream,reactor,The exit temperature of an effluent stream from the low temperature steam reforming reactor is not higher than 600 C.,0
investors,property,Individual investors moved into the property.,0
questions,salary,One of the trickiest questions to answer in an interview relates to salary.,0
biographies,tradition,This tradition has been narrated in prophet's early biographies.,0
screwdriver,thief,A thief who tried to steal the truck broke the igenition with screwdriver.,0
infantrymen,unit,"After the Marian reforms the Legion was notionally a unit of heavy infantrymen armed with just sword and pilum, but even so it was normally fielded with attached auxiliary skirmishers and missile troops, and incorporated a small cavalry unit.",0
guns,court room,The prosecutors carried guns into the court room.,0
malfunctions,delays,"The malfunctions on Monday caused delays for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.",1
Chemical weapons,lake,Chemical weapons have been dropped into the lake.,0
dwarves,clan,Many other dwarves also hailed from this infamous clan.,0
nose,bloodhound,The nose of a bloodhound is so good that evidence found by a bloodhound will hold up in matters involving the United States Supreme Court.,0
models,industry,Global digital music sales grow as the music industry develops new business models.,0
devices,factory,"The devices were manufactured at the factory in Beaverton well into the 1980s, when production was shifted elsewhere and portions of the factory sold.",0
leaders,muster,"An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a muster of the National leaders of the present and the future.",0
train ride,station,The train ride from station to station is approximate 30 minutes.,0
relics,culture,The archaeological site yields relics from long-forgotten culture.,0
maze,jurisdictions,A maze of interlocking jurisdictions and levels of government confronts average citizens in trying to solve even the simplest of problems.,0
damage,growth,"Water damage from roof leaks, plumbing leaks or flooding lead to the growth of molds.",1
scourge,mosquitoes,"Warm weather is here, and with it comes the scourge of mosquitoes.",0
formation,stones,"The formation of struvite stones is associated with the presence of urea-splitting bacteria, most commonly Proteus mirabilis (but also Klebsiella, Serratia, Providencia species).",0
enemy,efforts,"Our army was successfully engaged during the day with strong rearguards of all arms on the Petit Morin River, thereby materially assisting the progress of the French armies on our right and left, against whom the enemy was making his greatest efforts.",0
mercenaries,riffraff,"So when William did cross the Boyne on July 1st 1690, he had an army consisting of the riffraff of Europe's mercenaries.",0
geometry,data,The overall geometry of the heart was extracted from the intensity data.,0
injury,discomfort,The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position.,1
sorcerers,coven,"Flames of purple, pink, yellow and blue dance in the air as a coven of sorcerers call forth energies from within the Empyrean.",0
lorries,convoy,"Out of the early morning haze, a convoy of articulated lorries pulls into the Gashouder square.",0
readers,ancient times,This book has transported readers into ancient times.,0
environment,programmers,"We always try to maintain the best environment for programmers, starting with good salary and conducive working environment.",0
scarab,body,"Indeed, a green or black basalt heart scarab was found put inside the body in its place.",0
motorcycle,building,The first motorcycle was manufactured in a small wood building with only one room.,0
water,tides,"The water pushed to the coast resulted in tides as much as three feet above normal, with waves of 5-10 feet atop these tides.",1
chapters,issues,The chapters in this book investigate issues and communities.,0
party,next day,He rescheduled the birthday party to the next day.,0
nebulizer,bacterial aerosol,The bacterial aerosol was generated from an up-draft nebulizer.,0
People,space,"People have travelled into space, but not the deep ocean.",0
language,settlers,"For those of you who are unsure what Afrikaans is, it is a language which originated from the Dutch which were the first settlers in South Africa and the unique language was evolved from other settlers from Malaya, Indonesia, Madagascar and West Africa.",0
dams,Beaver,"Beaver dams are created as a protection against predators, such as coyotes, wolves and bears, and to provide easy access to food during winter.",0
play,religion,"So, the theme of the play has to do with religion.",0
debate,origins,There has been intense debate over the circles' origins.,0
lobes,ear,I have recently developed creases in my ear lobes.,0
liquor,alcohol,"Manufacturing extra neutral alcohol which is the basic ingredient used for making liquor, the commodity was largely used by companies making Indian Made Foreign Liquor (IMFL).",0
standard,user,Initially the user calibrates the microscope with a fluorescence lifetime standard positioned at the sample plane.,0
part,province,The province comprises the southeastern part of Panay Island with island-province of Guimaras just across its coast.,0
charge,field,"The charge is the source of an electric field, which carries energy-the electrostatic self-energy.",1
arrival,tardiness,The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.,1
key,chest,The key was in a chest.,0
residue,flask,The residue was distilled from an Arbuzov flask.,0
arrows,rain,"As the Gondorians moved forward the evil force started to withdraw, unleashing a rain of deadly arrows into the heavily armoured Gondorians.",0
manuscript,history,It is a medieval Latin manuscript relating the early history of the Isle of Man.,0
deluge,flood,The river had now turned into full flood after the deluge of rain a few days ago.,1
engine,steamer,"He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the steamer stopped her engine at the same time.",0
pencil,umbrella,This is the umbrella that peels the potatoes with a pencil and makes a pink ink with the peelings stood up.,0
ale,wheat,"This American-style wheat ale is a light, unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass.",0
car,plant,The car left the plant.,0
islands,archipelago,Our experience extends to 15 years continued promotion of this archipelago of nine islands.,0
clay,membrane tubing,"To separate the solids at the end of the experiment, the clay was contained in a semi- permeable membrane tubing.",0
sand,molds,This machine is blowing sand into molds.,0
cultivation,plow,The cultivation consisted of plowing the crop with a double-shovel plow.,0
chapter,theological survey,The final chapter offers a theological survey of the use of the formula.,0
documentary,scandal,She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these.,1
shaft,ulna,"Isolated fractures of the shaft of the ulna, without other fractures, often result when the forearm is raised to fend off a blow.",0
candidates,roles,We have placed the candidates into roles.,0
life,disarray,Frequent agitations throw academic life into disarray.,0
ceramics,potter,Still other examples of the potter's ceramics are clad in slinky assortments of tassels and beads.,0
nasal cavity,birds,"The nasal cavity of birds contains turbinates (Bang 1971), cartilaginous structures that are thought to have as one of their functions water recovery from air.",0
tendon,muscle,"Thus, in simple words, a tendon attaches a muscle to a bone.",0
Positions,black dots,"Positions were denoted by black dots along the tracks, the adjacent numbers indicating the day of the month.",0
accident,radiation,The World Health Organization(WHO) found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki.,1
dog treats,cellophane bag,My dog ate a cellophane bag full of dog treats on Tuesday.,0
claw,owl,The owl held the mouse in its claw.,0
hay,barn,This is how grain was delivered to the wooden grain bins and hay was put inside the upper part of the rock barn.,0
cartoon,artist,Police foiled an attempt to kill an artist who drew a cartoon depicting the Prophet Muhammad that sparked outrage in the Muslim world.,0
paper,bag,"When Woody Harrelson received a copy of the screenplay for Zombieland"" last year, he stuffed the paper into his duffel bag of unread scripts and promptly forgot about it.""",0
libraries,treasure trove,"The city is a treasure trove of terrific libraries, interesting museums, and wonderful Victorian architecture complemented by the incomparable work of Scotland's greatest architect, Charles Rennie Mackintosh.",0
bail,reel,We leave the bail of the reel open and place your the rod in a double mounted set up as shown on the facing page.,0
works,kingdom,The Mapungubwe Collection at the University of Pretoria features remarkable works from the largely forgotten kingdom of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.,0
coup,confusion,"Also, in the midst of the confusion caused by the coup, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.",1
book,planter,The title is taken from an 1813 book by a Virginia planter and senator named John Taylor.,0
individuals,society,"In the same way, a society is built up of many individuals.",0
notepad,scientist,The scientist approached the big cat with a notepad and a pencil in her hands.,0
photo,library,The bottom photo is from the New York public library.,0
accident,snarl,The accident caused a major traffic snarl on the arterial road.,1
surgeon,team,Two plane crash survivors have paid a special visit to the Hutt Hospital surgeon whose team helped to re-build their shattered faces eight years ago.,0
dress,trunk,The dress was in a trunk dated summer of 1938 along with several other dresses from this same period.,0
situation,tension,"The various forms of idealistic, materialistic and agnostic philosophies are subject to the tension caused by the indicated situation.",1
leader,organization,"From him, Cain learns that Alexis had survived his suicide and became the leader of that organization, renaming it Delilah.",0
book,director,"James Hagler, Venice's director of historical resources, has completed a picture book of the area's buildings.",0
data,arrays,A program has fetched data into host variable arrays.,0
things,theatres,"Recently, only insignificant things arrive to theatres.",0
electrode,corrosion,Tissue damage and electrode corrosion are both associatcd with high charge density stimulation.,0
pouch,koala,Two of Walters's fingers are inside the koala 's pouch.,0
moles,duel,"In a former residence, your writer had an atrium containing a duel of dovesmoles numbering 22.",0
frames,umbrella,"To stand up to the wind, umbrella frames are strong yet flexible.",0
irritation,Contractions,Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.,1
plane,runway,A 15 minute plane drive from runway to terminal is uncommon.,0
skeleton,object,The geometric skeleton is derived from a static object using an implicit 'directions' method.,0
hole,filmmakers,The filmmakers dug a large hole in the ground for the scene where the Narnians cause the pillars supporting the growth near Aslan's How to collapse on the Telmarines.,0
report,opinion,It is a monthly report providing opinion and advice on current United States government contract issues.,0
subsidization,Governments,"Governments, frightened of losing votes, resolved the crisis through subsidization.",0
diamond,necklace,"For Christmas, Daniel gave Kelly a Tiffany bracelet, and for Valentine's Day he bought a diamond necklace.",0
buzzards,wake,"We also passed a wake of turkey buzzards, and I was again glad to not be driving, because my car and I both have shaky nerves still, from the Great Turkey Buzzard Incident of '08.",0
virus,warts,Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet.,1
sensor,process,The sensor was manufactured in a cost effective thin film process.,0
compeers,criminals,"The putative left, we see, is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism, and therefore to remove it from the ordinary processes of criminal law and sanction, which are already quite draconian in these United States, and to animate parallel systems of harsher surveillance and punishment for the political compeers of such criminals.",0
images,list,"The list of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek, thin images.",0
rope,prayer-bell,The rope of the prayer-bell was there in a perfect state and coiled up.,0
paddle,man,One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.,0
classes,alliance,"Besides, the Chinese case also challenges some ideas of RSS theory, including the concept of alliance of different social classes and the role of working class in democratization.",0
operations,nearby countries,"As the US and Colombian military put pressure on drug traffickers, operations are migrating into nearby countries.",0
cover,ewer,A conical cover preserved in a ewer in Athens accords extremely well with the form of these vessels.,0
picks,machine,The front of the boring machine contains tungsten-tipped picks that workers guide with the use of laser projections on video screens.,0
immigrant flows,microsimulation,They incorporated the immigrant flows into microsimulation.,0
boys,creek,I have always felt so relieved that Roy and the boys had left the creek.,0
report,strategies,The first report analyses the adaptation strategies of the EU member states.,0
colony,power,Cook's discoveries prepared the way for establishment of a new penal colony by the colonial power.,0
gene,generation,This process passes on a health gene to the next generation.,0
telescope,eye,A telescope assists the eye chiefly in two ways.,0
boy,bathroom,The boy accidentally went into the girl's bathroom.,0
document,folder,The document is stored in the proper folder as a text.,0
pages,scene,"Unfortunately, they just had brief mentions and more pages were spent describing the clubs scene.",0
weather,conditions,The map to the left shows a snapshot of weather conditions in selected towns across Italy.,0
pigeons,passel,I reflected on this while passing a passel of pigeons parading on a Loop sidewalk the other day.,0
resources,wine,The retailers poured resources into promoting low-alcohol wine.,0
money,baskets,"Fiscus was the treasury of the Roman emperor, so-called because the money was stored in baskets.",0
chemicals,atmosphere,Hundreds of toxic chemicals were released into the atmosphere.,0
part,chapel,"The final part of the court is completed by the chapel, begun by Mary I in 1554 in memory of her father.",0
Mobile,belly,Mobile lost in the ocean was found in a cod belly.,0
flyer,workshop,The flyer advertised a two-week workshop being conducted at the university this summer.,0
hotel,reconstruction,The hotel arose from the reconstruction of historical building.,0
edition,findings,"This revised edition incorporates new research findings and advances in the treatment of genetic disorders, including gene-directed therapies.",0
Fish,shoal,"Fish swim in a shoal, but they fall one by one.",0
bookmarks,file,All bookmarks have been exported to a single file.,0
nanoparticle,team,The team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease.,0
phone call,revelation,Tobia made a stunning revelation in a phone call in September 2002.,0
herons,siege,It was also home to a bale of snapping turtles and a siege of great blue herons.,0
indenter,material,"The indenter is pushed into the material, and both the load and displacement increase.",0
issue,members,The latest issue of Five Bells has been sent to poet union members.,0
fittings,Cruisers,Cruisers and large yachts have much more sophisticated fittings that that require more skills.,0
kirpan,accused,The accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near Nabha.,0
sharks,shiver,There are enough gills there to serve the oxygen demands of an entire shiver of whale sharks.,0
capsule,tube,The inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube.,0
stockings,doll,The finished doll was made with stockings for the face and a baby sock for the body.,0
documents,history,It is the document repository of extremely valuable archival documents illustrating the history of the Spanish Empire.,0
choreographer,moves,"This all around immature nice guy"" is, above all, a choreographer, having devised the moves to the film adaptation of Hairspray.""",0
state,package,"The state has assembled a $230 million incentive package to lure the project, which could mean as many as 9000 jobs.",0
carbonated beverage,bottle,"When you strike someone with a bottle full of carbonated beverage, apparently a vacuum is created and then quickly refills, which is somehow capable of breaking the glass.",0
wire,pail,Welding wire is coiled in a pail and used as an electrode in an automatic or semiautomatic welding operation.,0
earthquake,blackout,The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins.,1
drawings,configurations,Various configurations have been illustrated in the drawings.,0
head,police,Avci was the head of the chief of the police in Diyarbakir between 1984 and 1992.,0
titles,series,"The series comprises some re-issues of the previous books, as well as new titles.",0
barricade,students,The agitating students also put up a barricade on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm.,0
solution,creation,The solution comprises the creation of a decentralized Internet host name resolution system with flat hierarchy on the basis of Metrized Small World data structure.,0
stress,tension,"Tension Release by Mega Food contains Sensoril, a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress.",1
hill,corn,"With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash.",0
chocolate,jars,"Mayans charted Venus's motion across the sky, poured chocolate into jars and interred them with the dead.",0
elephant,animal,The elephant descended from an aquatic animal.,0
meeting,shareholders,"A special meeting of the shareholders of Lydia Diamond was held on December 23rd, 2009 and the Sale was approved by the shareholders.",0
needle,machine,He inserted a needle into the tattoo machine.,0
quality,oocytes,"The aim of this study, therefore, was to examine the embryo quality obtained from vitrified, warmed oocytes in a standard infertility population.",0
letter,group,"The letter was sent from group to group of the dispersed believers to try and build them up to encourage them"" to fill them with hope.""",0
Cardiovascular disease,morbidity,"Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK, as well as in the developed and the developing world.",1
geoid,ellipsoid,"The level surface closest to the MSS, known as the geoid, departs from an ellipsoid by about 100 m in each direction.",0
beans,flask,"After soaking them overnight, we slipped the beans into a fairly wide-necked wine flask that's been peeled of its straw wrapper.",0
sinus pressure,Dizziness,Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses.,1
approach,study,Students actually benefit from study through an STS approach.,0
governor,appearances,"In the 2006 campaign, the governor won the Hispanic vote with appearances such as one at Casa de Maryland.",0
bomb,handcart,"The bomb was hidden in a handcart near the Mar Toma Church, also known as Church of St. Thomas, in the city of Mosul.",0
coupons,fistful,"She does, however, remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza.",0
book,software,I have imported an audio book into the software.,0
soldiers,jungle,The soldiers moved into the deep jungle.,0
chair,corporation,"The chair of the corporation, at the time of election, shall be either a former President, the retiring President, or a member (not emeritus) of the Corporation.",0
hole,piece,The hole was found in a piece of the package that was ripped off near its edge.,0
mummy,wooden coffin,"The mummy originally was inside a wooden coffin, which had deteriorated.",0
meeting,laws,This meeting establishes the laws which govern the church and the priorities for the coming year.,1
game,packing,"The game was sealed in the original packing, unopened and untouched.",0
nerve,cistern,The oculomotor nerve rests in a cistern within the sinus roof.,0
body,sack,A baby girl was murdered and her body stuffed in a sack and dumped in a water body in the capital's Pallabi area.,0
model,territory,The new model is moving into new territory with revisions.,0
priests,work,He also pointed out that on the Sabbath the priests broke the commandment with priestly work.,0
sagas,oral culture,The sagas developed from the oral culture of the Viking Age.,0
walls,hospital,Hogarth also decorated the walls of the hospital with works of art donated by contemporary British artists.,0
solution,refrigerator,They are storing the solution in a non-food refrigerator to avoid degradation and transfer what is immediately needed to a spray bottle for manual cleaning.,0
money,project,"In a desperate attempt, the company poured money into the project.",0
mule,farmer,"My grandparents rest beneath a stone that shows a farmer plowing with a mule, an emblem of the way they began their lives together back in the 1930s.",0
buds,flower,The temperature at which flower buds are injured depends.,0
clothes,box,Her clothes were in a box with no lid sitting on the next higher step.,0
cell,venter,The venter encloses a venter canal cell and an egg cell.,0
chapter,Feedback,"Feedback, as defined earlier in this chapter, is information that can be used to modify or maintain previous behaviours.",0
train,point,"The train arrives from a distant point and bears down on the viewer, finally crossing the lower edge of the screen.",0
body,sack,"In a shocking incident, the body of a 10-year-old school boy, a resident of Jaylal Munshi Ka Rasta in Nahargarh area, was found in a sack with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening.",0
salmons,draught,"He likewise directed Edric to fling out his nets, who was rewarded with a miraculous draught of salmons.",0
